"Time,Altitude,Latitude,Longitude,Pitch,Roll,Yaw,Temperature,Humidity,Pressure"
09:39:47,n/a,n/a,n/a,0.416710,6.586898,187.512151,28.456085,33.572544,1012.660645
09:39:48,n/a,n/a,n/a,0.511895,6.440005,187.454177,28.366688,34.106197,1012.614014
09:39:49,n/a,n/a,n/a,0.536622,6.323782,187.383880,28.438206,34.015640,1012.667236
